CL-cluster-size		Occurance	stdev(occurance)
--------------------------------------------------------
1 5.889500e+00 5.095000e-01
2 2.009500e+00 1.875000e-01
3 9.495000e-01 7.450002e-02
4 5.555000e-01 2.650002e-02
5 2.665000e-01 6.150001e-02
6 1.790000e-01 8.600000e-02
7 5.750000e-02 1.750000e-02
8 1.550000e-02 2.499999e-03
9 4.000000e-03 9.999999e-04
10 2.500000e-03 1.500000e-03
11 1.000000e-03 1.000000e-03
12 5.000000e-04 5.000000e-04
13 0.000000e+00 0.000000e+00
14 0.000000e+00 0.000000e+00
