CL-cluster-size		Occurance	stdev(occurance)
--------------------------------------------------------
1 5.022000e+00 7.780001e-01
2 1.363500e+00 2.275000e-01
3 7.425000e-01 6.150001e-02
4 4.200000e-01 1.500000e-02
5 2.505000e-01 2.250000e-02
6 1.750000e-01 4.100000e-02
7 1.810000e-01 1.500000e-02
8 1.400000e-01 3.999993e-03
9 6.400000e-02 1.200000e-02
10 3.000000e-02 2.000000e-02
11 2.300000e-02 1.900000e-02
12 1.500000e-02 9.000000e-03
13 1.700000e-02 1.300000e-02
14 5.000000e-03 5.000000e-03
