CL-cluster-size		Occurance	stdev(occurance)
--------------------------------------------------------
1 5.688000e+00 4.960001e-01
2 1.554500e+00 1.765000e-01
3 8.125000e-01 2.550000e-02
4 4.860000e-01 8.899999e-02
5 3.290000e-01 9.799999e-02
6 2.360000e-01 8.199999e-02
7 1.280000e-01 6.900000e-02
8 5.700000e-02 3.900000e-02
9 2.000000e-02 1.600000e-02
10 1.300000e-02 1.100000e-02
11 6.000000e-03 5.000000e-03
12 1.500000e-03 1.500000e-03
13 1.000000e-03 1.000000e-03
14 0.000000e+00 0.000000e+00
