CL-cluster-size		Occurance	stdev(occurance)
--------------------------------------------------------
1 5.274000e+00 8.872319e-01
2 1.760000e+00 2.855614e-01
3 8.290000e-01 1.430699e-01
4 5.216667e-01 4.042002e-02
5 3.186667e-01 7.969177e-02
6 1.400000e-01 4.428694e-02
7 7.400000e-02 3.815757e-02
8 6.200000e-02 4.100406e-02
9 3.466667e-02 2.868991e-02
10 2.866667e-02 2.666667e-02
11 1.066667e-02 1.066667e-02
12 3.400000e-02 0.000000e+00
13 5.400000e-02 0.000000e+00
14 1.400000e-02 0.000000e+00
